ng_id,ggd_id,gnode_id,gnode_name,gnode_lat,gnode_lon,gsp_id,gsp_name,gsp_lat,gsp_lon,dc_id,dc_name,dc_lat,dc_lon,region_id,region_name,has_pv,pes_id,pes_name
1,1,1,COWL,51.71105,-1.18901,1,COWL_1,51.71105,-1.18901,,,,,1,Cowley,1,20,_H
2,2,2,ECLA,51.92579,-0.90565,2,ECLA_1,51.92579,-0.90565,,,,,19,East Claydon,1,11,_B
3,3,3,ENDEDW,52.59726,-1.21548,3,ENDE_1,52.59726,-1.21548,,,,,20,Enderby,1,11,_B
4,4,4,GRENDW,52.24269,-0.72736,4,GREN_1,52.24269,-0.72736,,,,,21,Grendon,1,11,_B
5,5,5,RATS,52.86342,-1.25444,5,RATS_1,52.86342,-1.25444,,,,,22,Ratcliffe,1,11,_B
6,6,6,STAYDW,53.07717,-0.86738,6,STAY_1,53.07717,-0.86738,,,,,23,Staythorpe,1,11,_B
7,7,7,STOB,52.95976,-1.05062,7,SBAR,52.95976,-1.05062,,,,,24,Stoke Bardolph,1,11,_B
8,8,8,WBUR,53.35891,-0.80781,8,WBUR_1,53.35891,-0.80781,,,,,25,West Burton,1,11,_B
9,9,9,BRWA,51.1168,-2.9677,9,BRWA1,51.1168,-2.9677,,,,,58,Bridgewater,1,22,_L
10,10,10,MITY,51.60728,-2.00116,10,MITY_1,51.60728,-2.00116,,,,,2,Minety,1,20,_H
11,11,11,TAUN,51.01643,-3.15387,11,TAUN1,51.01643,-3.15387,,,,,59,Taunton,1,22,_L
12,12,12,CAML,53.729427,-1.000941,12,CAMB_01,53.729427,-1.000941,,,,,161,Camblesforth,1,23,_M
13,13,13,DRAX,53.73598,-0.9908,13,DRAX_1,53.73598,-0.9908,,,,,162,Drax,1,23,_M
14,14,14,GRIW,53.56499,-0.15065,14,GRIW_1,53.56499,-0.15065,,,,,163,Grimsby West,1,23,_M
15,15,15,KEADDW,53.5978,-0.75457,15,KEAD_1,53.5978,-0.75457,,,,,164,Keadby,1,23,_M
16,16,16,OSBA,53.95657,-1.02091,16,OSBA_1,53.95657,-1.02091,,,,,115,Osbaldwick,1,15,_F
17,17,17,BRK1,51.52017,0.113296,17,BARKC1,51.52017,0.113296,,,,,88,Barking,1,12,_C
18,18,18,BRK3,51.52017,0.113296,18,BARKW3,51.52017,0.113296,,,,,88,Barking,1,12,_C
19,19,19,SYD1,51.433113,-0.053455,19,BEDDT1,51.433113,-0.053455,,,,,89,Beddington (_C),1,12,_C
20,20,20,BED1,51.37408,-0.12618,20,BEDD_1,51.37408,-0.12618,,,,,149,Beddington (_J),1,19,_J
21,21,21,BRIMDM,51.66398,-0.0217,21,BRIM_1,51.66398,-0.0217,,,,,68,Brimsdown,1,10,_A
22,22,22,CITR,51.52967,-0.09412,22,CITR_1,51.52967,-0.09412,,,,,90,City Road,1,12,_C
23,23,23,EALI,51.50134,-0.29454,23,EALI_6,51.50134,-0.29454,,,,,3,Ealing,1,20,_H
24,24,24,HCK1,51.55898,-0.04172,24,HACK_1,51.55898,-0.04172,,,,,91,Hackney,1,12,_C
25,25,25,HACK,51.55898,-0.04172,25,HACK_6,51.55898,-0.04172,,,,,91,Hackney,1,12,_C
26,26,26,HURS,51.43215,0.15625,26,HURS_1,51.43215,0.15625,,,,,92,Hurst,1,12,_C
27,27,27,NFLE,51.427952,0.329733,27,NFLE,51.427952,0.329733,,,,,150,Northfleet East,1,19,_J
28,28,28,REBR,51.58803,0.04463,28,REBR_3,51.58803,0.04463,,,,,93,Redbridge,1,12,_C
29,29,29,SJOW,51.527,-0.16795,29,SJOW_1,51.527,-0.16795,,,,,94,St Johns Wood,1,12,_C
30,30,30,TOTT,51.60402,-0.04604,30,TOTT_1,51.60402,-0.04604,,,,,69,Tottenham,1,10,_A
31,31,31,WHAM,51.51908,0.00238,31,WHAM_1,51.51908,0.00238,,,,,95,West Ham,1,12,_C
32,32,32,WISDDM,51.53373,-0.25632,32,WISD_1,51.53373,-0.25632,,,,,96,Willesden 132kV,1,12,_C
33,33,33,WIM1,51.43048,-0.18643,33,WIMBS1,51.43048,-0.18643,,,,,97,Wimbledon,1,12,_C
34,34,34,WIM2,51.43048,-0.18643,34,WIMBN1,51.43048,-0.18643,,,,,97,Wimbledon,1,12,_C
35,35,35,BIRKDW,53.36549,-3.06139,35,BIRK_1,53.36549,-3.06139,,,,,102,Birkenhead,1,13,_D
36,36,36,FIDF,53.37103,-2.68771,36,FIDF_1,53.37103,-2.68771,,,,,103,Fiddlers Ferry,1,13,_D
37,37,37,KIBY,53.46896,-2.84636,37,KIBY_1,53.46896,-2.84636,,,,,104,Kirkby (_D),1,13,_D
38,38,38,KIR1,53.46896,-2.84636,38,KIBY_G,53.46896,-2.84636,,,,,133,Kirkby (_G),1,16,_G
39,39,39,LISDDW,53.41838,-2.9228,39,LISD_1,53.41838,-2.9228,,,,,105,Lister Drive,1,13,_D
40,40,40,PENW,53.74634,-2.75658,40,PENW_1,53.74634,-2.75658,,,,,134,Penwortham,1,16,_G
41,41,41,PENE,53.74634,-2.75658,41,PENE_1,53.74634,-2.75658,,,,,134,Penwortham,1,16,_G
42,42,42,RAIN,53.42095,-2.73746,42,RAIN_1,53.42095,-2.73746,,,,,106,Rainhill,1,13,_D
43,43,43,WASF,53.56236,-2.81818,43,WASF_1,53.56236,-2.81818,,,,,135,Washway Farm,1,16,_G
44,44,44,CHIC,50.62406,-2.48521,44,CHIC_1,50.62406,-2.48521,,,,,4,Chickerell,1,20,_H
45,45,45,FOUR,55.01175,-2.16266,45,FOUR_1,55.01175,-2.16266,,,,,116,Fourstones,1,15,_F
46,46,46,FROD,53.30934,-2.71542,46,FROD_1,53.30934,-2.71542,,,,,107,Frodsham,1,13,_D
47,47,47,IMPP,51.54744,-3.02962,47,IMPK_1,51.54744,-3.02962,,,,,108,Imperial Park,1,13,_D
48,48,48,MAGA,51.56246,-3.75272,48,MAGA_6,51.56246,-3.75272,,,,,49,Margam,1,21,_K
49,49,49,PYLEDW,51.53544,-3.68659,49,PYLE_1,51.53544,-3.68659,,,,,50,Pyle,1,21,_K
50,50,50,SALH,54.60537,-1.23616,50,SALH_1,54.60537,-1.23616,,,,,117,Saltholme,1,15,_F
51,51,51,TEMP,53.41178,-1.38428,51,TEMP_3,53.41178,-1.38428,,,,,165,Templeborough,1,23,_M
52,52,52,TRAW,52.9271,-3.94628,52,TRAW_1,52.9271,-3.94628,,,,,109,Trawsfynydd,1,13,_D
53,53,53,TYN5,55.0236,-1.49902,53,TYNE_2,55.0236,-1.49902,,,,,118,Tynemouth,1,15,_F
54,54,54,BICF,52.93046,-0.21951,54,BICF_1,52.93046,-0.21951,,,,,26,Bicker Fen,1,11,_B
55,55,55,BRAI,51.86442,0.57806,55,BRAI_1,51.86442,0.57806,,,,,70,Braintree,1,10,_A
56,56,56,BURWDW,52.28034,0.3151,56,BURM_1,52.28034,0.3151,,,,,71,Burwell Main,1,10,_A
57,57,57,EASO,52.21422,-0.30001,57,EASO_1,52.21422,-0.30001,,,,,72,Eaton Socon,1,10,_A
58,58,58,IVR1,51.54361,-0.49728,58,IVER_1,51.54361,-0.49728,,,,,5,Iver 132kV,1,20,_H
59,59,59,IVR6,51.54361,-0.49728,59,IVER_6,51.54361,-0.49728,,,,,6,Iver 66kV,1,20,_H
60,60,60,KINO,51.41803,0.60007,60,KINO_1,51.41803,0.60007,,,,,151,Kingsnorth,1,19,_J
61,61,61,LALE,51.42324,-0.46904,61,LALE1SG003,51.42324,-0.46904,,,,,7,Laleham,1,20,_H
62,62,62,LODR,51.528355,-0.170383,62,LODR_6,51.528355,-0.170383,,,,,98,Lodge Road,1,12,_C
63,63,63,MILH,51.61738,-0.20697,63,MILH_1,51.61738,-0.20697,,,,,73,Mill Hill,1,10,_A
64,64,64,NHYDDW,51.49941,-0.40981,64,NHYD_6,51.49941,-0.40981,,,,,8,North Hyde,1,20,_H
65,65,65,PELH,51.93467,0.12036,65,PELH_1,51.93467,0.12036,,,,,74,Pelham,1,10,_A
66,66,66,RAYLDW,51.59355,0.56816,66,RAYL_1,51.59355,0.56816,,,,,75,Rayleigh,1,10,_A
67,67,67,RYEH,51.75854,0.01019,67,RYEH_1,51.75854,0.01019,,,,,76,Rye House,1,10,_A
68,68,68,SUND,51.93586,-0.50142,68,SUND_1,51.93586,-0.50142,,,,,77,Sundon,1,10,_A
69,69,69,WARL,51.55232,0.30304,69,WARL_1,51.55232,0.30304,,,,,78,Warley,1,10,_A
70,70,70,WATS,51.64253,-0.40252,70,WATFS_1,51.64253,-0.40252,,,,,79,Watford South,1,10,_A
71,71,71,WTHU,51.47041,0.28966,71,WTHU31,51.47041,0.28966,,,,,80,West Thurrock,1,10,_A
72,72,72,WWEY,51.35286,-0.47801,72,WWEY_1,51.35286,-0.47801,,,,,152,West Weybridge,1,19,_J
73,73,73,WYMODW,51.92672,-0.24865,73,WYMOM_1,51.92672,-0.24865,,,,,81,Wymondley,1,10,_A
74,74,74,BRED,53.41428,-2.12746,74,BRED_1,53.41428,-2.12746,,,,,136,Bredbury,1,16,_G
75,75,75,KER1,53.53738,-2.35604,75,KEAR_1,53.53738,-2.35604,,,,,137,Kearsley,1,16,_G
76,76,76,KER3,53.53738,-2.35604,76,KEAR_3,53.53738,-2.35604,,,,,137,Kearsley,1,16,_G
77,77,77,MACC,53.26843,-2.12,77,MACC_3,53.26843,-2.12,,,,,138,Macclesfield,1,16,_G
78,78,78,SMAN,53.42002,-2.27484,78,SMAN_1,53.42002,-2.27484,,,,,139,South Manchester,1,16,_G
79,79,79,STAL,53.4934,-2.03978,79,STAL_1,53.4934,-2.03978,,,,,140,Stalybridge,1,16,_G
80,80,80,WHGA,53.52853,-2.16577,80,WHGA_1,53.52853,-2.16577,,,,,141,Whitegate,1,16,_G
81,81,81,BLY6,55.14106,-1.53101,81,BLYTB1,55.14106,-1.53101,,,,,129,Blyth 66kV,1,15,_F
82,82,82,HARM,54.70038,-1.29041,82,HARM_6,54.70038,-1.29041,,,,,119,Hart Moor,1,15,_F
83,83,83,HAWPDW,54.80525,-1.40147,83,HAWP_6,54.80525,-1.40147,,,,,120,Hawthorn Pit,1,15,_F
84,84,84,LACK,54.56683,-1.1301,84,LACK_6,54.56683,-1.1301,,,,,121,Lackenby,1,15,_F
85,85,85,NORTDW,54.5927,-1.36566,85,NORT_1,54.5927,-1.36566,,,,,122,Norton,1,15,_F
86,86,86,OFFE,54.88069,-1.45638,86,OFFE_3,54.88069,-1.45638,,,,,123,Offerton,1,15,_F
87,87,87,SSHIDW,54.9733,-1.44787,87,SSHI_3,54.9733,-1.44787,,,,,124,South Shields,1,15,_F
88,88,88,SPENDW,54.70514,-1.55123,88,SPEN_1,54.70514,-1.55123,,,,,125,Spennymoor,1,15,_F
89,89,89,TYN1,55.0236,-1.49902,89,TYNE_1,55.0236,-1.49902,,,,,118,Tynemouth,1,15,_F
90,90,90,WBOL,54.94002,-1.46879,90,WBOL_6,54.94002,-1.46879,,,,,126,West Boldon,1,15,_F
91,91,91,HUTTDM,54.29736,-2.66949,91,HUTT_1,54.29736,-2.66949,,,,,142,Hutton,1,16,_G
92,92,92,PADIDW,53.79514,-2.31962,92,PADIB1,53.79514,-2.31962,,,,,143,Padiham,1,16,_G
93,93,93,ROCH,53.6217,-2.21535,93,ROCH_1,53.6217,-2.21535,,,,,144,Rochdale,1,16,_G
94,94,94,CELL,53.04058,-2.08115,94,CELL_1,53.04058,-2.08115,,,,,33,Cellarhead,1,14,_E
95,95,95,LEGADW,53.02823,-3.05246,95,LEGA_1,53.02823,-3.05246,,,,,110,Legacy,1,13,_D
96,96,96,PENT,53.1873,-4.15676,96,PENT_1,53.1873,-4.15676,,,,,111,Pentir,1,13,_D
97,97,97,BOLNDM,50.97466,-0.2335,97,BOLN_1,50.97466,-0.2335,,,,,153,Bolney,1,19,_J
98,98,98,BOTW,50.88393,-1.23059,98,BOTW_1,50.88393,-1.23059,,,,,9,Botley Wood,1,20,_H
99,99,99,FAWLDM,50.82116,-1.32711,99,FAWL_1,50.82116,-1.32711,,,,,10,Fawley,1,20,_H
100,100,100,FLEEDW,51.25075,-0.88184,100,FLEE_1,51.25075,-0.88184,,,,,11,Fleet,1,20,_H
101,101,101,LOVE,50.91681,-1.03854,101,LOVE_1,50.91681,-1.03854,,,,,12,Lovedean,1,20,_H
102,102,102,NINFDW,50.88089,0.44941,102,NINF_1,50.88089,0.44941,,,,,154,Ninfield,1,19,_J
103,103,103,NURS,50.94195,-1.48521,103,NURS_1,50.94195,-1.48521,,,,,13,Nursling,1,20,_H
104,104,104,ABTHDM,51.38785,-3.40198,104,ABTH_1,51.38785,-3.40198,,,,,51,Aberthaw,1,21,_K
105,105,105,CARE,51.49432,-3.14415,105,CARE_1,51.49432,-3.14415,,,,,52,Cardiff East,1,21,_K
106,106,106,IROADW,51.56933,-2.47937,106,IROA1,51.56933,-2.47937,,,,,60,Iron Acton,1,22,_L
107,107,107,PEMB,51.68165,-4.98939,107,PEMB_1,51.68165,-4.98939,,,,,53,Pembroke,1,21,_K
108,108,108,RASSDW,51.80789,-3.2254,108,RASS_1,51.80789,-3.2254,,,,,54,Rassau,1,21,_K
109,109,109,SEAB,51.53663,-2.66869,109,SEAB1,51.53663,-2.66869,,,,,61,Seabank,1,22,_L
110,110,110,SWANDW,51.68897,-3.95558,110,SWAN_1,51.68897,-3.95558,,,,,55,Swansea North,1,21,_K
111,111,111,UPP1,51.57359,-3.29916,111,UPPB_1,51.57359,-3.29916,,,,,56,Upper Boat,1,21,_K
112,112,112,UPP3,51.57359,-3.29916,112,UPPB_3,51.57359,-3.29916,,,,,56,Upper Boat,1,21,_K
113,113,113,USKMDW,51.54663,-2.97729,113,USKM_1,51.54663,-2.97729,,,,,57,Uskmouth,1,21,_K
114,114,114,USK3,51.54663,-2.97729,114,ALST_3,51.54663,-2.97729,,,,,57,Uskmouth,1,21,_K
115,115,115,WALH,51.87874,-2.25251,115,WALH_1,51.87874,-2.25251,,,,,34,Walham,1,14,_E
116,116,116,ABHA,50.47108,-3.72977,116,ABHA1,50.47108,-3.72977,,,,,62,Abham,1,22,_L
117,117,117,ALVE,51.00538,-4.13534,117,ALVE1,51.00538,-4.13534,,,,,63,Alverdiscott,1,22,_L
118,118,118,AXMI,50.78594,-2.92337,118,AXMI1,50.78594,-2.92337,,,,,64,Axminster,1,22,_L
119,119,119,EXET,50.76702,-3.40398,119,EXET1,50.76702,-3.40398,,,,,65,Exeter,1,22,_L
120,120,120,INDQ,50.39439,-4.89788,120,INDQ1,50.39439,-4.89788,,,,,66,Indian Queens,1,22,_L
121,121,121,LAND,50.44447,-4.24153,121,LAND1,50.44447,-4.24153,,,,,67,Landulph,1,22,_L
122,122,122,MANN,50.84632,-1.89465,122,MANN_1,50.84632,-1.89465,,,,,14,Mannington,1,20,_H
123,123,123,CHTE,53.22425,-1.38736,123,CHTE_1,53.22425,-1.38736,,,,,27,Chesterfield,1,11,_B
124,124,124,JORD,53.32921,-1.4565,124,JORD_3,53.32921,-1.4565,,,,,166,Jordanthorpe,1,23,_M
125,125,125,NEEP,53.40642,-1.48696,125,NEEP_3,53.40642,-1.48696,,,,,167,Neepsend,1,23,_M
126,126,126,NORL,53.34823,-1.46998,126,NORL_3,53.34823,-1.46998,,,,,168,Norton Lees,1,23,_M
127,127,127,SHEC,53.37445,-1.47708,127,SHEC_3,53.37445,-1.47708,,,,,169,Sheffield City,1,23,_M
128,128,128,THOM,53.57845,-1.08549,128,THOM_6,53.57845,-1.08549,,,,,170,Thorpe Marsh,1,23,_M
129,129,129,THURDW,53.40464,-1.26697,129,THUR_6,53.40464,-1.26697,,,,,171,Thurcroft,1,23,_M
130,130,130,WMEL,53.50118,-1.37543,130,WMEL_1,53.50118,-1.37543,,,,,172,West Melton,1,23,_M
131,131,131,WIBA,53.41559,-1.41236,131,WIBA_3,53.41559,-1.41236,,,,,173,Wincobank,1,23,_M
132,132,132,BESW,52.38546,-1.61401,132,BESW_1,52.38546,-1.61401,,,,,28,Berkswell,1,11,_B
133,133,133,BISW,52.31172,-2.24028,133,BISW_1,52.31172,-2.24028,,,,,35,Bishops Wood,1,14,_E
134,134,134,BUSH,52.63662,-2.11432,134,BUSH_1,52.63662,-2.11432,,,,,36,Bushbury,1,14,_E
135,135,135,BUST,52.5529,-1.95942,135,BUST_1,52.5529,-1.95942,,,,,37,Bustleholme,1,14,_E
136,136,136,COVE,52.45608,-1.46225,136,COVE_1,52.45608,-1.46225,,,,,29,Coventry,1,11,_B
137,137,137,DRAK,52.77345,-1.65155,137,DRAK_1,52.77345,-1.65155,,,,,30,Drakelow,1,11,_B
138,138,138,FECKDM,52.2519,-1.97238,138,FECK_6,52.2519,-1.97238,,,,,38,Feckenham,1,14,_E
139,139,139,IRON,52.63163,-2.5129,139,IRONB1,52.63163,-2.5129,,,,,39,Ironbridge,1,14,_E
140,140,140,KITW,52.4304,-2.01243,140,KITW_1,52.4304,-2.01243,,,,,40,Kitwell,1,14,_E
141,141,141,LEMR,52.528656,-1.708746,141,HAMHC1,52.528656,-1.708746,,,,,41,Hams Hall,1,14,_E
142,142,142,OCKH,52.54155,-2.02821,142,OCKH_1,52.54155,-2.02821,,,,,42,Ocker Hill,1,14,_E
143,143,143,OLDB,52.49906,-2.0216,143,OLDB_1,52.49906,-2.0216,,,,,43,Oldbury,1,14,_E
144,144,144,PENN,52.55656,-2.20838,144,PENN_1,52.55656,-2.20838,,,,,44,Penn,1,14,_E
145,145,145,RUGE,52.75633,-1.91351,145,RUGEB1,52.75633,-1.91351,,,,,45,Rugeley,1,14,_E
146,146,146,SHREDW,52.70869,-2.69141,146,SHRW_1,52.70869,-2.69141,,,,,46,Shrewsbury,1,14,_E
147,147,147,WIEN,52.57746,-2.04808,147,WIEN_1,52.57746,-2.04808,,,,,47,Willenhall,1,14,_E
148,148,148,WILLDM,52.85506,-1.54523,148,WILL_1,52.85506,-1.54523,,,,,31,Willington,1,11,_B
149,149,149,BRAWDW,53.81028,-1.86383,149,BRAW_1,53.81028,-1.86383,,,,,174,Bradford West,1,23,_M
150,150,150,ELLA,53.69365,-1.82222,150,ELLA_1,53.69365,-1.82222,,,,,175,Elland,1,23,_M
151,151,151,FERB,53.71912,-1.2702,151,FERRB1,53.71912,-1.2702,,,,,127,Ferrybridge (_F),1,15,_F
152,152,152,FERA,53.71912,-1.2702,152,FERRA2,53.71912,-1.2702,,,,,176,Ferrybridge (_M),1,23,_M
153,153,153,KIRKDW,53.80602,-1.59652,153,KIRKB1,53.80602,-1.59652,,,,,177,Kirkstall,1,23,_M
154,154,154,POPP,53.97485,-1.13005,154,POPP_3,53.97485,-1.13005,,,,,128,Poppleton,1,15,_F
155,155,155,SKLG,53.77667,-1.49531,155,SKLGB1,53.77667,-1.49531,,,,,178,Skelton Grange,1,23,_M
156,156,156,COUADW,56.53827,-3.27319,156,COUA_P,56.53827,-3.27319,,,,,262,Coupar Angus,1,17,_P
157,157,157,MACDDW,57.664,-2.49946,157,MACD_P,57.664,-2.49946,,,,,263,Macduff,1,17,_P
158,158,158,MYBSDW,58.44655,-3.42537,158,MYBS_P,58.44655,-3.42537,,,,,264,Mybster,1,17,_P
159,159,159,STIRDW,56.11777,-3.91906,159,STIR,56.11777,-3.91906,,,,,183,Stirling,1,18,_N
160,160,160,THSODW,58.57492,-3.51141,160,THSO_P,58.57492,-3.51141,,,,,265,Thurso,1,17,_P
161,161,161,ABNEDW,56.33949,-3.29406,161,ABNE_P,56.33949,-3.29406,,,,,266,Abernethy,1,17,_P
162,162,162,ALNEDM,57.70741,-4.2757,162,ALNE_P,57.70741,-4.2757,,,,,267,Alness,1,17,_P
163,163,163,ARBRDW,56.56393,-2.61666,163,ARBR_P,56.56393,-2.61666,,,,,268,Arbroath,1,17,_P
164,164,164,ARMODW,57.554486,-6.645033,164,ARMO_P,57.554486,-6.645033,,,,,269,Ardmore,1,17,_P
165,165,165,AYRR,55.45746,-4.58795,165,AYRR,55.45746,-4.58795,,,,,182,Ayr,1,18,_N
166,166,166,BAIN,56.01379,-3.76841,166,BAIN,56.01379,-3.76841,,,,,184,Bainsford,1,18,_N
167,167,167,BAGA,55.89992,-3.67308,167,BAGA,55.89992,-3.67308,,,,,185,Bathgate,1,18,_N
168,168,168,BEAUDM,57.46882,-4.49099,168,BEAU_P,57.46882,-4.49099,,,,,270,Beauly,1,17,_P
169,169,169,BERW,55.77749,-2.07909,169,BERW,55.77749,-2.07909,,,,,186,Berwick,1,18,_N
170,170,170,BOAG,57.25332,-3.73205,170,BOAG_P,57.25332,-3.73205,,,,,271,Boat of Garten,1,17,_P
171,171,171,BONNDW,56.00791,-3.86196,171,BONN,56.00791,-3.86196,,,,,187,Bonnybridge,1,18,_N
172,172,172,BRACDM,56.2763,-3.87822,172,BRAC_P,56.2763,-3.87822,,,,,272,Braco West,1,17,_P
173,173,173,BRAP,55.8807,-4.38052,173,BRAP,55.8807,-4.38052,,,,,188,Braehead Park,1,18,_N
174,174,174,BRIDDM,56.72143,-2.55715,174,BRID_P,56.72143,-2.55715,,,,,273,Bridge of Dun,1,17,_P
175,175,175,BROA,57.24859,-5.93372,175,BROA_P,57.24859,-5.93372,,,,,274,Broadford,1,17,_P
176,176,176,BROR,58.02032,-3.87564,176,BROR_P,58.02032,-3.87564,,,,,275,Brora,1,17,_P
177,177,177,BROX,55.91953,-3.45348,177,BROX,55.91953,-3.45348,,,,,189,Broxburn,1,18,_N
178,178,178,BUMUDW,56.39663,-3.48718,178,BUMU_P,56.39663,-3.48718,,,,,276,Burghmuir,1,17,_P
179,179,179,CATY,55.85784,-4.19723,179,CATY,55.85784,-4.19723,,,,,190,Carntyne,1,18,_N
180,180,180,CAADDW,55.59091,-5.50244,180,CAAD_P,55.59091,-5.50244,,,,,277,Carradale,1,17,_P
181,181,181,WISHDW,55.76492,-3.92982,181,WISH,55.76492,-3.92982,,,,,191,Wishaw,1,18,_N
182,182,182,CASSDM,58.18731,-4.72825,182,CASS_P,58.18731,-4.72825,,,,,278,Cassley,1,17,_P
183,183,183,CEAN,57.154185,-4.937112,183,CEAN_P,57.154185,-4.937112,,,,,279,Ceannacroc,1,17,_P
184,184,184,CHAPDW,55.01653,-3.22937,184,CHAP,55.01653,-3.22937,,,,,192,Chapelcross,1,18,_N
185,185,185,CHARDW,56.47393,-3.04376,185,CHAR_P,56.47393,-3.04376,,,,,280,Charleston,1,17,_P
186,186,186,CHAS,55.85519,-4.23988,186,CHAS,55.85519,-4.23988,,,,,193,Charlotte Street,1,18,_N
187,187,187,CLAY,57.14036,-2.09912,187,CLAY_P,57.14036,-2.09912,,,,,281,Clayhills,1,17,_P
188,188,188,CLYM,55.82502,-4.15302,188,CLYM,55.82502,-4.15302,,,,,194,Clyde’s Mill,1,18,_N
189,189,189,COCK,55.96733,-2.9674,189,COCK,55.96733,-2.9674,,,,,195,Cockenzie,1,18,_N
190,190,190,COYLDW,55.44719,-4.43078,190,COYL,55.44719,-4.43078,,,,,196,Coylton,1,18,_N
191,191,191,CRAI,57.13132,-2.15361,191,CRAI_P,57.13132,-2.15361,,,,,282,Craigiebuckler,1,17,_P
